rec_id,ssn,first_name,middle_name,last_name,gender,current_age,birth_date,street_address,suburb,postcode,state,phone,email,education,occupation,salary,credit_card_number,years_of_experience,employment_timestamp
R77667195,a166775197,william,joseph,edens,m,18,8/11/2002, 7  Bilwara  Avenue , Bilgola  Plateau ,2107.0,NSW,,william.edens@mail.com.au,senior-secondary-school,casual-worker,0.0, 6883  3221  5267  6170 ,1,2020-12-14T21:44+00:00
R74934396,f134439796,michael,earl,narvaez,m,63,15/7/1956, 147  Jukes  Road ,Fawkner,3060.0,VIC, 03  1770  4885 ,narvaez7@aol.com,advance-diploma,legal-professional,83536.0, 2326  6258  3179  7993 ,45,2019-10-15T09:55+00:00
R70847941,c118470749,james,tschombe,dennis,m,28,27/6/1992, 42  araucaria  way  pine  lake  village ,elanora,4221.0,qld, 07  7638  7446 ,james.dennis@gmail.com,certificate-iii,other-worker,-9999.0, 5715  4206  1667  3882 ,7,2018-09-11t16:46+00:00
R26706660,e176260606,weomie,booth,simon,f,68,26/1/1950, 21  Mack  Street ,Tamworth,2340.0,NSW, 02  2835  9702 ,,advance-diploma,education-professional,, 3288  0120  6160  1445 ,50,2017-07-06T12:25+00:00
R98985047,i189594078,scott,maurice,wittmer,m,21,31/1/1995, Pine  Ridge  Road ,Quirindi,2343.0,NSW, 02  0336  0214 ,wittmer.scott@mail.com,certificate-ii,automotive-worker,87494.0, 0157  3954  5533  7878 ,6,2016-04-02T02:20+00:00
R73542062,h167230254,marie,l,looman,f,23,3/12/1995, 80  myers  street  st  john  of  god  hospital ,geelong,3220.0,vic, 03  4222  5895 ,marie.looman@mail.com.au,advance-diploma,art-media-professional,107116.0, 7475  5308  5777  3173 ,6,2018-11-22T24:07+00:00
R61066874,a166461780,gail,antoinette,holmes,f,52,23/6/1964, 25  Dowling  Street ,Katherine,850.0,NT, 08  3927  1720 ,holmes.gail@mail.com.au,certificate-ii,engineering-worker,77708.0, 0716  7399  9798  2686 ,36,2015-06-04T17:05+00:00
R53335595,f155359335,james,,jones,m,31,29/7/1989, 149  bullcreek  drive  air  force  memorial  est , bull  creek ,6149.0,wa, 08  0571  8287 ,james.jones@mail.com,certificate-ii,construction-worker,83228.0, 7609  4716  6682  9034 ,12,2020-01-09t22:08+00:00
R26325435,h154526233,james,gregory,neilson,m,58,28/8/1960, 20  William  Street , Oaks  Estate ,2620.0,ACT, 02  9673  5230 ,,certificate-iv,engineering-worker,87469.0, 2796  8877  2448  8568 ,39,2016-02-02T20:15+00:00
R28422554,g184554222,kerry,olivia,paylor,f,21,13/3/1999, 1  birds  road  springfield , upper  coomera ,4210.0,qld, 07  1399  0808 ,paylor.kerry@hotmail.com,certificate-i,carer,42576.0, 4596  6089  9183  3007 ,2,2020-02-26t08:07+00:00
R02090600,d190600020,chinue,rose,gonzaga,f,13,7/5/2003, 340  old  school  road  busbey's  flat ,rappville,2469.0,nsw, 02  4209  0079 ,kkhdehlsab@hotmail.com,senior-secondary-school,casual-worker,0.0, 3550  2000  5012  0649 ,2,2016-10-19T14:09+00:00
R96648186,g181668496,david,lee,talley,m,27,29/12/1993, 100  south  terrace  unit  gb ,adelaide,5000.0,sa, 08  3309  3435 ,david.talley@mail.com,certificate-iii,construction-worker,88309.0, 5340  7138  9981  8214 ,7,2019-02-25t03:42+00:00
R80402001,b141028000,charles,jay,barfield,f,51,10/8/1966, O'Sullivan  Street ,Anakie,4702.0,QLD, 07  9406  3370 ,charles.barfield@mail.com.au,diploma,ict-technician,125521.0, 3658  1837  8004  9145 ,34,2016-11-02T07:09+00:00
R40795209,a102097594,stuart,j,shelby,f,6,17/1/2013, 7  ryrie  street  kittisford ,michelago,2620.0,nsw, 02  5113  4838 ,ablgesdsjr@yahoo.com,primary-school,,0.0,,0,2019-04-23T12:28+00:00
R11572375,i155717312,thomas,,hadley,f,29,6/12/1991, 260  Charlestown  Road ,Charlestown,2290.0,NSW, 02  7264  9549 ,canada23@aol.com,doctoral-degree,health-professional,-9999.0, 6175  0206  0713  1932 ,8,2018-04-14T02:19+00:00
R43428101,e142081413,michelle,,bonaparte,f,39,23/6/1978, 37  commerce  drive  robina  lakes  medical  centre ,robina,4226.0,qld,,michelle29@mail.com,certificate-i,personal-services-worker,52480.0, 9042  6578  1283  4174 ,22,2016-04-22T18:58+00:00
R12387846,f143186728,joseph,ralph,haynes,f,16,30/10/2004, 1  finley  road  mokanger ,deniliquin,2710.0,nsw, 02  0661  1319 ,cltcenqqcl@mail.com.au,senior-secondary-school,casual-worker,0.0, 8371  3541  4107  2914 ,3,2020-12-13T05:30+00:00
R57686165,f158656167,howard,allen,stanier,f,70,18/11/1950, 187  kent  street  the  stamford ,sydney,2000.0,nsw, 02  8396  6985 ,stanier.howard@gmail.com,senior-secondary-school,construction-labourer,12358.0, 8446  2917  5102  9586 ,48,2017-10-11t12:46+00:00
R07697519,c196957017,larry,lee,long,m,35,18/1/1985, 27  caloola  crescent  raaf  base ,darwin,800.0,nt, 08  7718  8079 ,long4@mail.com,graduate-certificate,chief-executive,, 3474  4689  1194  1109 ,16,2020-10-26T22:07+00:00
R80705776,c185070767,grace,allison,spainhour,f,51,9/7/1965, 28  William  Street , Port  Macquarie ,2444.0,NSW, 02  7810  8528 ,spainhour100@hotmail.com,certificate-iii,ict-technician,149346.0, 4681  5305  9877  6868 ,36,2016-05-25T03:18+00:00
R70322857,g127078352,charles,j,wolf,f,56,20/4/1964, 62  arthur  street  clarence  vlge ,grafton,2460.0,nsw, 02  0008  2123 ,wolf.charles@hotmail.com,bachelor-degree,education-professional,94567.0, 5574  4726  4195  3605 ,37,2020-02-21t24:14+00:00
R87224707,h147270287,dennis,guion,fann,f,37,5/2/1983, 42  Shaw  Street ,Bexley,2207.0,NSW, 02  9977  3624 ,dennis98@aol.com,certificate-iv,automotive-worker,76032.0, 6740  9931  3880  6016 ,18,2020-03-10T21:30+00:00
R10369825,a115308296,susan,gail,smith,f,41,22/5/1975, 13  Cameron  Avenue ,Laverton,3028.0,VIC, 03  1454  2210 ,susan.smith@aol.com,bachelor-degree,ict-technician,, 7827  8168  5770  3808 ,25,2015-09-17T19:08+00:00
R64514242,g142454216,david,ray,zukowski,m,10,29/11/2009, 2  Macquarie  Road ,Auburn,2144.0,NSW, 02  0962  4482 ,,primary-school,,0.0,,0,2019-02-27T14:23+00:00
R94048431,b134041894,milton,henry,hedrick,f,15,30/9/2005, 19  ramilles  street  turua  terraces , mount  coolum ,4573.0,qld, 07  1026  0728 ,rtjgdbdbfa@mail.com.au,secondary-school,,,,0,2020-05-21t18:56+00:00
R09420899,f198090942,connie,nicole,hood,f,36,8/2/1982, 62  Leura  Street ,Nedlands,6009.0,WA,,hood.connie@gmail.com,advance-diploma,health-professional,140898.0, 6806  5045  1730  6292 ,15,2014-03-03T18:38+00:00
R37992978,i173829997,robert,david,melville,m,52,7/11/1967, 127  Beach  Street , Port  Melbourne ,3207.0,VIC, 03  1090  7432 ,drincnfbsf@gmail.com,graduate-diploma,art-media-professional,, 5225  3905  5452  2690 ,30,2015-07-11T01:20+00:00
R03588889,e188398850,raymond,m,shivar,f,57,23/2/1961, 35  Enid  Street , Tweed  Heads ,2485.0,NSW, 02  5042  0398 ,,bachelor-degree,ict-technician,130252.0, 7601  1971  7854  8074 ,40,2018-10-09T05:03+00:00
R99151524,g195195214,mario,,mathews,m,78,25/4/1939, 250  Johnston  Street ,Abbotsford,3067.0,VIC, 03  2551  1007 ,mario.mathews@yahoo.com,advance-diploma,re-tired,0.0, 9014  1399  8600  4167 ,45,2014-07-06T15:29+00:00
R82000518,i115082080,kevin,kyle,jordan,m,66,21/11/1952, 35  goodfellows  road  pines  caravan  park ,kallangur,4503.0,qld, 07  4046  7762 ,jordan31@mail.com.au,certificate-iii,ict-technician,148630.0, 3980  6201  0050  8957 ,48,2017-10-09T13:20+00:00
R31781351,i113738511,jason,paul,wang,m,55,31/3/1961, 46  Camden  Street , St  Kilda  East ,3183.0,VIC, 03  0417  6389 ,jason.wang@hotmail.com,diploma,other-worker,, 1431  1538  8538  6991 ,40,2016-10-06T24:24+00:00
R40110450,e110401540,thomas,glen,martin,f,68,22/9/1951, 23  Macquarie  Street ,Mayfield,2304.0,NSW, 02  0622  8795 ,,certificate-i,personal-assistant,43346.0, 2131  2681  2478  4065 ,50,2019-01-10T23:12+00:00
R51744087,h107548174,mary,g,nash,f,47,1/9/1973, 7  wheaton  road  vermont  retirement  village , plympton  south ,5038.0,sa, 08  4993  2053 ,mhtpcaesic@mail.com.au,diploma,other-technician,113229.0, 7397  3079  9200  8086 ,28,2020-02-19t06:17+00:00
R28878698,f188892768,claudia,,lyons,f,68,23/9/1949, 4  Rodney  Place ,Condon,4815.0,QLD, 07  1958  6193 ,claudia.puryear@hotmail.com,graduate-certificate,education-professional,119250.0, 8968  6763  1606  4100 ,52,2017-03-06T13:02+00:00
R56051999,a155699019,lowell,robert,floyd,f,23,8/10/1995, 780  bourke  street  moore  park  garden ,redfern,2016.0,nsw, 02  1977  5664 ,,advance-diploma,other-technician,97863.0, 6915  8974  0753  4579 ,6,2018-03-25T07:15+00:00
R00568862,a188020656,cedric,,morales-perez,m,41,6/5/1979, 5  Fairway  Drive , Banora  Point ,2486.0,NSW, 02  0172  4324 ,morales-perez.cedric@aol.com,masters-degree,legislator,151439.0, 9564  9706  4898  9169 ,22,2020-03-27T20:16+00:00
R89180875,a178058891,charles,,caldwell,m,60,26/8/1959, Coonang  Crescent ,Warana,4575.0,QLD,,charles.caldwell@aol.com,graduate-diploma,legislator,132033.0, 9034  1568  1343  4074 ,41,2018-09-12T06:38+00:00
R77265496,a176472659,anna,joy,bella,f,24,3/10/1994, 8  Brentvale  Court ,Doncaster,3108.0,VIC, 03  7039  9667 ,,diploma,ict-technician,84351.0, 6370  6625  1708  2316 ,7,2018-11-11T10:05+00:00
R08065936,b163986500,cynthia,michele,letterlough,f,21,3/6/1995, 31  Gloria  Street ,Lismore,2480.0,NSW, 02  2377  5310 ,benbfjtlon@gmail.com,advance-diploma,ict-professional,89008.0, 0827  2087  8662  9471 ,6,2016-07-24T10:53+00:00
R38860609,a190830686,norma,minton,williams,f,20,27/1/1998, 129  Cambridge  Street ,Maryborough,4650.0,QLD, 07  7783  3446 ,carswell71@yahoo.com,bachelor-degree,education-professional,94155.0, 4453  6777  2151  0788 ,3,2018-10-22T24:46+00:00
R13699064,h134606919,bogus,douglas,mason,f,56,15/8/1960, 28  Charles  Street ,Triabunna,7190.0,TAS, 03  9080  9349 ,mhjqrtbeqk@hotmail.com,certificate-i,clerks,, 9535  3684  8504  1361 ,41,2016-11-17T01:08+00:00
R72128430,g184107223,timothy,spurgeon,walters,f,44,22/11/1973, 20  Wave  Street ,Thirroul,2515.0,NSW, 02  3130  3451 ,hecpklmbar@mail.com,secondary-school,looking-for-employment,3813.0, 1011  2070  9613  8539 ,28,2017-09-27T23:44+00:00
R09237875,h192380775,harold,milton,mccall,m,14,11/5/2003, 14  Wollombie  Road , Bilgola  Plateau ,2107.0,NSW,,mccall57@gmail.com,senior-secondary-school,casual-worker,0.0, 9033  7305  6082  5879 ,2,2017-03-11T16:28+00:00
R93011829,h113190829,mitchell,rufus,philbrick,f,23,21/3/1994, 15  Mattes  Place ,Meadowbrook,4131.0,QLD, 07  6021  4243 ,mitchell90@yahoo.com,masters-degree,education-professional,-9999.0, 2336  6161  6212  7442 ,7,2017-05-26T23:02+00:00
R72246701,g117670224,rebecca,williams,handy,f,71,18/11/1949, 26  Red  Gap  Road ,Lancefield,3435.0,VIC, 03  4100  8467 ,rebecca.handy@yahoo.com,senior-secondary-school,taxi-driver,17204.0, 5932  6195  7006  0065 ,52,2020-12-18T19:34+00:00
R37840378,h134738780,kenneth,christopher,manow,m,31,23/4/1986, 1  Capryong  Street ,Winnellie,820.0,NT,,kenneth.manow@hotmail.com,masters-degree,legislator,107334.0, 7761  5157  8004  0130 ,15,2017-06-07T14:55+00:00
R33204370,h133420037,william,d,tysinger,m,47,26/12/1971, 28  Calder  Street ,Mukinbudin,6479.0,WA, 08  1501  3210 ,tysinger.william@mail.com,certificate-iii,engineering-worker,, 4575  5427  3522  1152 ,30,2018-07-26T11:57+00:00
R68544290,d152860449,jimmy,lee,williams,f,35,14/2/1985, 117  wyalong  street  bypass  road , west  wyalong ,2671.0,nsw, 02  2189  0503 ,nottmmmsnl@mail.com,senior-secondary-school,taxi-driver,17455.0, 3132  8266  3265  7491 ,15,2019-01-11t08:56+00:00
R98069715,a199510876,archibald,lee,borders,m,33,17/1/1986, 7  Wrexham  Court , Deer  Park ,3023.0,VIC, 03  5422  7402 ,sipfjsnmpd@mail.com,senior-secondary-school,cleaner,19690.0, 2258  6205  3882  5942 ,14,2018-08-27T16:24+00:00
R35853217,a185135327,charles,charles,cassady,m,63,25/4/1957, 174  Church  Street ,Brighton,3186.0,VIC, 03  1115  3621 ,charles.cassady@mail.com.au,diploma,construction-worker,90481.0, 4020  6371  6594  3749 ,43,2019-02-12T01:27+00:00
R66043613,b106361643,jasmine,marie,messina,f,46,16/4/1973, 13  Knight  Street , Fannie  Bay ,820.0,NT, 08  8575  7337 ,jasmine89@yahoo.com,certificate-i,health-support-worker,75102.0, 7056  2272  8659  3975 ,25,2016-02-20T05:17+00:00
R84639998,g163898949,natasha,m,turchick,f,53,1/1/1963, 9  Opal  Place ,Cartwright,2168.0,NSW, 02  2773  1346 ,,certificate-i,personal-services-worker,59305.0, 4347  4797  3265  1709 ,36,2014-12-08T05:23+00:00
R46673334,d147346633,kendra,ann,hargrave,f,54,26/12/1963, 21  Amron  Street , Chelsea  Heights ,3196.0,VIC, 03  5269  5948 ,hargrave63@mail.com.au,secondary-school,other-labourer,15403.0, 7442  2719  2897  2620 ,36,2015-09-17T08:10+00:00
R48009176,f198416700,majed,thomas,tilley,f,42,2/10/1976, 43  Woonah  Street ,Chadstone,3148.0,VIC, 03  9258  2865 ,tilley.majed@yahoo.com,doctoral-degree,art-media-professional,97766.0, 8483  1175  3653  0550 ,15,2008-05-17T23:48+00:00
R73195469,g165419379,marlon,aaron,hudepohl,m,14,7/11/2005, 100  Mount  Hall  Road , Raymond  Terrace ,2324.0,NSW, 02  9778  4364 ,hudepohl.marlon@yahoo.com,secondary-school,,0.0,,0,2019-04-15T22:51+00:00
R26116197,d121117669,laura,marrow,johnson,f,14,3/9/2005, 33  Highs  Road , West  Pennant  Hills ,2125.0,NSW,,oqpopcqkms@aol.com,secondary-school,,-9999.0,,0,2019-01-20T08:29+00:00
R21875872,c175281827,joan,jean,williford,f,31,23/3/1989, 7  O'Brien  Street ,Bondi,2026.0,NSW, 02  2660  2327 ,,certificate-iii,automotive-worker,53897.0, 0774  9605  3149  1022 ,12,2020-10-04T15:52+00:00
R45007893,g145789030,claudia,,townes,f,68,6/8/1952, 28  Hatter  Street ,Oakleigh,3166.0,VIC, 03  9077  1992 ,,diploma,construction-worker,, 8168  7731  4733  1243 ,49,2020-07-01T06:01+00:00
R32153353,i133331552,suzanne,eshell,brooks,f,22,1/9/1994, 34  Derby  Street ,Northcote,3070.0,VIC, 03  4226  8564 ,brooks.suzanne@mail.com,secondary-school,un-employed,2416.0, 0469  4180  7957  7033 ,7,2016-05-27T10:08+00:00
R22299720,f102297229,david,james,hecht,m,65,24/9/1955, 335  nil  street  alambie ,jimbour,4352.0,qld, 07  8956  2317 ,hecht.david@hotmail.com,advance-diploma,other-technician,96446.0, 7364  3636  0731  4268 ,46,2020-04-22t23:48+00:00
R58553194,a153594851,juanita,hite,usinger,f,49,28/9/1971, 13  McDonald  Avenue ,Nowra,2541.0,NSW, 02  2404  1152 ,usinger.juanita@hotmail.com,advance-diploma,ict-technician,, 5294  6867  5379  6856 ,24,2014-10-13T23:49+00:00
R67302278,a162870732,george,larelle,taylor,m,66,6/12/1950, 5  Roslyn  Court ,Loganlea,4131.0,QLD,,taylor.george@gmail.com,secondary-school,casual-worker,9835.0, 8172  4373  6247  7368 ,51,2016-10-27T06:47+00:00
R32521073,g121237530,heather,jean,georgekalbach,f,19,23/9/1998, 20  Norman  Street , The  Rock ,2655.0,NSW, 02  9693  2163 ,heather.raby@gmail.com,certificate-iii,other-worker,95133.0, 9760  8271  4577  6780 ,3,2017-04-13T10:17+00:00
R35426203,a120543362,monica,,burrow,f,48,21/2/1969, 130  Denison  Street ,Finley,2713.0,NSW, 02  9688  6021 ,miller84@aol.com,graduate-diploma,legal-professional,89203.0, 0173  2821  3144  3332 ,31,2016-08-22T18:02+00:00
R44003494,g103449404,eleanor,lynn,carden,f,51,16/5/1965, 36  New  South  Wales  Crescent ,Barton,2600.0,ACT,,carden.eleanor@gmail.com,diploma,construction-worker,-9999.0, 1772  6933  2579  1075 ,36,2016-01-07T21:20+00:00
R77424473,c144472737,melanie,nicole,jenkins,f,43,14/6/1974, 24  Tibarri  Street ,Kirwan,4817.0,QLD, 07  9784  0210 ,jenkins28@yahoo.com,certificate-ii,other-worker,73139.0, 3741  0075  9535  9117 ,18,2008-08-08T04:17+00:00
R09872077,b127779080,angel,,whitaker,f,45,12/2/1975, 1  darraweit-bolinda  road  barlie  park , darraweit  guim ,3756.0,vic, 03  3398  9660 ,whitaker58@gmail.com,advance-diploma,legal-professional,, 9726  8859  4278  4677 ,26,2020-02-08t10:24+00:00
R90832719,d102319879,john,walter,hull,f,25,14/3/1995, 7  springfield  avenue  carinthia , potts  point ,2011.0,nsw, 02  9488  8419 ,irbrkcqnka@aol.com,advance-diploma,legal-professional,119147.0, 9078  4797  1773  7121 ,6,2020-05-08t23:05+00:00
R40153444,a103414544,aletha,griffin,mcmullan,f,66,6/3/1952, 50  Sydney  Avenue ,Umina,2257.0,NSW, 02  4135  0239 ,aletha64@aol.com,certificate-ii,other-worker,79471.0, 7031  9050  8225  8392 ,45,2014-11-24T06:26+00:00
R05800117,f170501018,sherneka,michele,forbes,f,37,31/1/1982, 4  Villefranche  Rise , Port  Kennedy ,6172.0,WA, 08  7257  0093 ,,diploma,ict-technician,85966.0, 9257  8670  6797  3040 ,19,2019-10-18T04:29+00:00
R72384800,g170283840,glenn,raymond,parks,m,19,3/9/2000, 18  Downing  Street ,Oakleigh,3166.0,VIC, 03  7632  1906 ,dgcqegdmct@mail.com.au,certificate-iii,other-technician,132422.0, 1467  6027  1366  8649 ,1,2019-07-15T17:15+00:00
R17001575,f101055771,nancy,renee,correll,f,7,1/2/2013, 31  Illuta  Avenue , Ferny  Hills ,4055.0,QLD,,,primary-school,,0.0,,0,2020-09-12T23:34+00:00
R39152335,g135935312,martin,lee,hughes,m,53,5/12/1964, 32  Mission  Hill  Road ,Penguin,7316.0,TAS,,,bachelor-degree,education-professional,138636.0, 4741  9434  9706  9378 ,36,2016-06-23T14:51+00:00
R27919769,c119962797,donna,smith,im,f,28,8/2/1992, 33  Burraneer  Bay  Road ,Cronulla,2230.0,NSW, 02  7440  9387 ,fogfbljsrr@mail.com,senior-secondary-school,other-clerical-worker,32093.0, 6255  9768  3132  4727 ,9,2020-08-19T15:17+00:00
R17523293,e137293152,james,sean,wolfe,f,20,28/4/1997, 62  Wheatstone  Drive ,Morley,6062.0,WA, 08  7336  5271 ,wolfe73@gmail.com,senior-secondary-school,other-clerical-worker,44994.0, 2573  7980  6768  6412 ,4,2017-04-13T07:06+00:00
R51865222,d151625282,crystal,lee,morton,f,53,9/2/1963,,Kalangadoo,5278.0,SA, 08  5132  1349 ,crystal.steinhaus@aol.com,doctoral-degree,art-media-professional,140120.0, 3162  2545  4482  8426 ,34,2012-08-18T11:02+00:00
R37630983,i163379830,raymond,renay,glock,f,59,1/10/1961, 24  dellas  avenue  wynnewood ,templestowe,3106.0,vic, 03  8206  9680 ,glock44@hotmail.com,diploma,ict-technician,92145.0, 9087  1585  0975  3727 ,40,2020-01-13t13:50+00:00
R43592983,b182395394,jason,,consolatti,f,16,20/9/2003, Robinson  Road , Cannon  Valley ,4800.0,QLD, 07  6149  1252 ,oqsfnnobhe@aol.com,senior-secondary-school,casual-worker,, 5066  5024  4886  0494 ,2,2019-12-21T24:29+00:00
R58928773,a173879852,fred,kevin,focke,m,65,11/8/1955, 128  Queens  Road , Everton  Park ,4053.0,QLD, 07  2723  6910 ,liffqhndna@gmail.com,certificate-ii,other-service-worker,73785.0, 2101  7428  2754  4777 ,44,2018-05-11T03:04+00:00
R08541824,b182401854,gregory,s,elshani,m,21,26/6/1996, 131  Browns  Road , Noble  Park ,3174.0,VIC, 03  0336  6518 ,elshani96@aol.com,senior-secondary-school,other-labourer,18585.0, 7956  6719  3755  8283 ,5,2017-07-09T21:20+00:00
R31226313,a132323116,douglas,northington,cimring,f,19,17/2/1998, 59  Bay  Street ,Rockdale,2216.0,NSW, 02  4138  4795 ,cimring23@aol.com,advance-diploma,other-technician,-9999.0, 8402  4790  5494  5522 ,3,2017-11-06T01:28+00:00
R05822710,i152217080,ryan,garrett,hartley,m,9,17/2/2007, 7  Hughenden  Drive ,Thornlie,6108.0,WA, 08  4691  8612 ,hartley32@mail.com,secondary-school,,0.0,,0,2016-07-20T07:56+00:00
R37406256,c166532470,nathanael,linton,summitt,m,64,23/12/1955, 15  Eaves  Street ,Holt,2615.0,ACT, 02  1448  9962 ,nathanael92@gmail.com,certificate-ii,other-service-worker,-9999.0, 4457  8929  7779  4300 ,46,2019-05-06T08:52+00:00
R78000911,b170190018,tina,theresa,nawrot,f,29,2/4/1990, 71  parkholme  circuit  englo  park ,campbelltown,2560.0,nsw, 02  7535  5458 ,,graduate-certificate,legal-professional,92697.0, 1296  7003  6897  0959 ,11,2019-04-02T02:26+00:00
R36239361,b196331362,terry,g,hudson,f,10,21/5/2006, 93  Kensington  Road ,Leopold,3224.0,VIC, 03  0883  9833 ,hudson93@gmail.com,secondary-school,,0.0,,0,2016-05-19T23:36+00:00
R58689988,i165889898,william,jamal,penny,m,75,25/3/1944, 39  hawkesbury  road  buckland  retirement  village ,springwood,2777.0,nsw,,william.penny@yahoo.com,masters-degree,re-tired,0.0, 1845  2811  6635  1550 ,45,2019-02-24T08:20+00:00
R68682982,a128892866,william,edward,shepard,f,21,1/3/1998, 38  the  grange  stitchy ,yallambie,3085.0,vic, 03  2905  5977 ,shepard.william@yahoo.com,senior-secondary-school,clerical-worker,43347.0, 6911  4202  7131  8969 ,3,2019-05-23T16:37+00:00
R22583786,g127528386,john,dashawn,royer,m,14,7/5/2006, 29  mark  road  kookaburra  village , caloundra  west ,4551.0,qld, 07  5392  0883 ,royer.john@aol.com,secondary-school,,0.0,,0,2020-05-01T17:46+00:00
R77144905,f149147057,angela,h,coe,f,44,19/1/1973, 19  Sherlowe  Crescent , View  Bank ,3084.0,VIC, 03  2959  3287 ,coe71@gmail.com,certificate-ii,engineering-worker,91803.0, 3781  7887  4667  6734 ,27,2016-10-05T05:30+00:00
R94167184,d184176914,ian,william,haas,f,71,7/6/1945, 4  Coral  Avenue ,Beaumaris,3193.0,VIC, 03  1244  4426 ,haas.ian@hotmail.com,bachelor-degree,legal-professional,113127.0, 9665  8898  4643  9421 ,54,2014-04-14T20:40+00:00
R82307726,i178702326,ashley,,gray,f,52,31/7/1966, 2  Uren  Street , Penrith  South ,2750.0,NSW, 02  6571  4477 ,brigham.ashley@mail.com.au,bachelor-degree,other-technician,88021.0, 1165  7360  9710  3302 ,35,2018-04-16T24:12+00:00
R41659729,h146952917,aaron,calvin,snow,m,53,28/12/1966, 8  The  Seekers  Crescent , Mill  Park ,3082.0,VIC, 03  7716  1591 ,snow.aaron@mail.com,diploma,engineering-worker,60321.0, 4410  8170  4185  5467 ,35,2019-08-21T09:59+00:00
R44503294,d142435049,jennifer,best,black,f,25,25/12/1992, Eel  Creek  Road ,Gympie,4570.0,QLD, 07  5885  4028 ,ehipppslge@hotmail.com,graduate-certificate,education-professional,113696.0, 4319  2460  8032  3825 ,9,2017-07-22T15:18+00:00
R13131785,i113531718,william,lee,daniels,f,77,16/5/1939, 7  Rachael  Court ,Laverton,3028.0,VIC, 03  3999  0828 ,daniels.william@mail.com,bachelor-degree,re-tired,0.0, 9826  3297  7830  4925 ,45,2015-10-19T15:02+00:00
R35718208,g178031258,wade,james,gann,m,46,19/10/1972, 17  Callander  Street ,Oakleigh,3166.0,VIC, 03  3182  1783 ,wade.gann@yahoo.com,certificate-i,health-support-worker,60089.0, 8192  9606  5237  1387 ,24,2013-05-07T02:33+00:00
R87336891,a181369738,jonathan,michael,welborn,m,33,2/8/1987, 1  vermont  street  ginya  court ,barooga,3644.0,nsw, 02  9971  9200 ,welborn3@mail.com,secondary-school,machinary-driver,18390.0, 9246  7368  3802  3914 ,14,2020-01-23t23:59+00:00
R38074180,h108134087,juan,philip,jackson,m,38,9/8/1982, 1  hobart  place  amp  building , canberra  city ,2601.0,act, 02  1491  8675 ,dmajiggcgd@gmail.com,advance-diploma,health-professional,-9999.0, 5861  2323  1662  5622 ,17,2018-10-01t22:03+00:00
R67977010,g197070716,mary,f,ward,f,52,10/7/1965, 95  Augusta  Road , Lenah  Valley ,7008.0,TAS,,ward.mary@gmail.com,doctoral-degree,art-media-professional,122146.0, 1326  2584  0811  7721 ,36,2017-09-04T05:44+00:00
R32181125,b121121583,dustin,allen,bunn,m,70,5/7/1948, 10  Wiltshire  Drive ,Gordonvale,4865.0,QLD, 07  9536  5907 ,bunn76@mail.com,senior-secondary-school,construction-labourer,11254.0, 4755  0097  7866  1300 ,53,2018-09-19T07:48+00:00
R06921040,c102401690,sharon,jacqueline,thomas,f,62,27/9/1958, 16  rosewood  road  goanna  flats ,sapphire,4702.0,qld, 07  2800  7395 ,sharon91@gmail.com,advance-diploma,other-technician,115699.0, 7636  6720  0100  3293 ,42,2019-03-26T04:30+00:00
R36786758,f175788663,matthew,colby,freeman,m,26,22/8/1994, 20  Mills  Street ,Millner,810.0,NT, 08  6778  1228 ,freeman46@hotmail.com,doctoral-degree,manager,-9999.0, 2605  9101  3916  2981 ,6,2019-03-13T05:34+00:00
R30502469,b150032649,maureen,lynn,beckham,f,24,9/5/1996, 268  main  road  consolation  creek ,cambewarra,2540.0,nsw,,maureen.beckham@gmail.com,graduate-diploma,education-professional,133428.0, 7411  3092  7725  6101 ,5,2020-03-11t24:21+00:00
R10247405,i145701204,tony,c,simoneau,f,14,5/7/2006, 55  wetherby  road  flea , howard  springs ,835.0,nt, 08  6963  5634 ,tony14@aol.com,secondary-school,,0.0,,0,2020-06-11t19:29+00:00
R46046928,a190626484,lindsey,lynne,garritano,f,9,1/10/2008, McNairs  Road  Jandar ,Finley,2713.0,NSW, 02  9707  1958 ,lindsey10@yahoo.com,secondary-school,,,,0,2017-01-05T10:13+00:00
R47248438,c148273484,norman,garrett,gibson,m,34,29/10/1983, 327  Kelso  Drive ,Kelso,4815.0,QLD, 07  5457  7512 ,gibson45@aol.com,certificate-i,health-support-worker,73932.0, 6575  8243  9335  9294 ,18,2017-10-03T02:51+00:00
R83566149,g186651943,keatrah,lynn,eliason,f,22,21/5/1994, 9  Buchanan  Street ,Beenleigh,4207.0,QLD, 07  0662  8879 ,keatrah85@mail.com.au,certificate-iii,other-worker,52464.0, 8083  1799  7500  0314 ,4,2013-05-24T03:25+00:00
R32841611,e181136421,bradley,sherman,morris,m,14,12/9/2006, 2  Wallace  Drive , Bundaberg  North ,4670.0,QLD, 07  3285  0954 ,morris43@mail.com.au,secondary-school,,-9999.0,,0,2020-02-16T24:36+00:00
R74348714,a141347784,gregory,hugh,conrad,f,34,25/12/1982, West  Terrace , Port  Germein ,5495.0,SA, 08  4955  3258 ,allison20@mail.com,certificate-iii,other-technician,-9999.0, 5479  0003  9557  2769 ,19,2016-07-21T04:13+00:00
