rec_id,ssn,first_name,middle_name,last_name,gender,age_at_consultation,birth_date,medicare_number,street_address,suburb,postcode,state,phone,email,marital_status,height,weight,bmi,blood_pressure,cholesterol_level,smoking_status,clinical_notes,consultation_timestamp
rec-58079,f145716355,thomas,leroy,oneal,m,46,24/11/1969, 9359  61418  2  1 , 72  wellington  street  toll  house  cottage ,longford,7301.0,tas,,ogbnrqekeq@gmail.com,married,181,114,34,79,164,1,pt-reports-single-episode-of-'lightheadedness',2015-04-22t10:56+00:00
rec-47121,i195070058,thomas,james,fauci,m,7,5/1/2009, 5701  29232  1  3 , 213  beach  road  flt  3 ,mordialloc,3195.0,vic,,mnaogmsirp@yahoo.com,,125,28,17,76,172,0,diarrhea,2016-01-23t17:53+00:00
rec-58732,g165456120,robert,patrick,johnson,m,23,28/4/1996, 7162  90548  2  2 , 1  bias  avenue  nareen  garden , bateau  bay ,2261.0,nsw,,,married-de-facto,197,147,37,82,201,0,no.20-(tendonitis),2019-06-15t02:11+00:00
rec-35290,c191565683,barbara,j,pasca,f,51,2/6/1960, 2094  62198  2  1 , 451  sydney  avenue  ocean  beach  van  park ,umina,,nsw, 02  3501  1772 ,barbara.pasca.gmail.com,not-married,179,95,29,85,185,0,cataract-surgery,2014-09-12t17:29+00:00
rec-54302,g185772696,frank,allen,roach,m,39,22/12/1979, 6978  50274  2  1 , 350  st  kilda  road  apt  141 ,melbourne,3000.0,vic, 03  1533  1230 ,apfrldetmo@gmail.com,married-de-facto,183,83,24,73,182,0,dry-mouth,2018-10-25t03:19+00:00
rec-22731,a106752402,sidney,lee,spera,f,39,26/3/1974, 8704  77072  1  2 , 195  white  hills  road  chamomile ,forcett,7173.0,tas,,spera.sidney@mail.com,divorced,175,141,46,75,154,0,shoulder/back-pain,2013-02-22t09:24+00:00
rec-19999,h171391698,anisna,kuester,copeland,f,54,28/8/1961, 6598  60447  1  1 , 45  staff  street  diment  towers ,wollongong,,nsw,,anisna.copeland@aol.com,married,196,94,24,71,175,0,pink-eye-infection,2015-11-23t07:10+00:00
rec-54025,c127160657,suzanne,rita,blake,f,17,23/9/1999, 2017  58430  2  2 , 1  plummers  hill  road  hillary  park ,woodford,3281.0,vic, 03  3922  8057 ,blake45@hotmail.com,married,181,85,25,73,188,0,insomnia,2016-05-27t07:32+00:00
rec-18613,i147814589,terrayl,joseph,sheffield,m,64,1/10/1952, 6938  51717  2  2 , 46  davidson  road  farm ,euramo,4854.0,qld, 07  7527  2354 ,sheffield51@gmail.com,divorced,189,71,19,81,126,0,panic-attack-during-mri--scan,2016-11-07t16:02+00:00
rec-3797,b125930441,sandra,isley,christian,f,54,3/12/1961, 3235  36507  2  2 , 175  strickland  crescent  john  james  medical  centre ,deakin,2600.0,act, 02  9434  6598 ,,married,173,123,41,77,331,1,shortness-of-breath-when-walking-up-hills,2015-06-21t04:26+00:00
rec-85915,d123443270,jyron,eldridge,brown,f,32,10/11/1986, 6041  88674  2  2 , 18  bollig  garden  swan  cottage  homes ,bentley,6102.0,wa, 08  8148  0883 ,,not-married,183,56,16,75,256,1,diverticulitis,2018-09-11t01:21+00:00
rec-58490,e146576647,sonya,laura,corbett,f,66,5/3/1951, 3827  54440  1  2 , 556  middle  road  top  camp ,maningrida,822.0,nt,,dhlblajtkl@hotmail.com,widowed,165,55,20,71,225,0,bowel-obstruction,2017-04-18t19:52+00:00
rec-38634,e103212840,ronnie,adam,jones,m,61,5/12/1955, 6481  73366  2  2 , 1743  conway  road  doyawana  gardening  group ,conway,4800.0,qld, 07  9568  8296 ,ronnie60@gmail.com,married-de-facto,195,69,18,72,303,0,rash,2016-05-08t08:39+00:00
rec-74577,d157556996,david,cleveland,jarman,f,29,26/11/1990, 7692  87303  1  2 , 1  newbridge  road  kangaroo  flat , woodstock  on  loddon ,3551.0,vic, 03  7877  9907 ,jarman.david@mail.com.au,not-married,169,80,28,80,84,1,hoarsness,2019-11-11t11:29+00:00
rec-79934,f194413100,hubert,carroll,hansen,f,54,23/5/1966, 3125  88796  1  2 , 399  scaysbrook  drive  brentwood  village ,kincumber,2251.0,nsw, 02  8569  8389 ,,married-de-facto,195,131,34,73,189,0,mild-ischemic-colitis,2020-03-02t05:48+00:00
rec-35721,b157809593,lori,danelle,spruill,f,20,24/6/1995, 2110  26410  1  3 , 191  abbott  street  wallamurra  centre ,cairns,4870.0,qld,,,not-married,168,145,51,74,250,0,shuffle-walk,2015-05-17t21:01+00:00
rec-39910,h131251923,glenn,bryant,huneycutt,m,38,10/2/1974, 4489  21855  1  2 , 5  dumaresq  street  nurse's  residence  calvary  hospital ,dickson,2602.0,act,,glenn.huneycutt@aol.com,married-de-facto,170,66,22,76,113,0,l-cataract-surgery,2012-04-18t21:48+00:00
rec-86134,h148602461,tyrell,allen,fulbright,f,73,26/10/1944, 6020  43639  2  2 , 46  davidson  road  farm ,euramo,4854.0,qld, 07  4399  5019 ,tyrell40@aol.com,divorced,191,110,30,74,106,0,constipation,2017-03-08t13:39+00:00
rec-94348,i160516565,matthew,,parker,f,24,25/1/1989, 7796  31376  1  3 , 17  inner  harbour  drive  marina  palms , patterson  lakes ,,vic, 03  9854  5377 ,parker.matthew@gmail.com,married-de-facto,191,-99,36,77,191,0,low-back-pain,2013-02-04t11:30+00:00
rec-72457,i176934761,aaron,joseph,woods,f,49,7/4/1966, 1513  99646  2  1 , 181  elizabeth  street  westella ,hobart,7000.0,tas, 03  8029  4933 ,djoamqgmop@gmail.com,married-de-facto,190,138,38,76,240,0,atrial-fibrillation,2015-08-02t16:44+00:00
rec-93948,d110556590,nicky,rex,hooker,f,57,13/8/1955, 1181  74492  2  2 , 401  south  arm  road  zani ,lauderdale,7021.0,tas,,ghlmlilgaq@mail.com.au,divorced,188,62,17,74,141,0,left-shoulder-pain,2012-06-11t20:48+00:00
rec-66997,h162688925,mary,elizabeth,lambert,f,55,19/1/1960, 5064  71729  1  1 , 68  mason  street  flt  1 ,shepparton,3630.0,vic,,lambert.mary@mail.com.au,not-married,168,137,48,75,173,0,abdominal-discomfort,2015-04-16t06:06+00:00
rec-742,e156952868,ozetta,nicole,house,f,9,21/9/2009, 4481  58755  1  2 , 33  bass  highway  wynyard  caravn  park , wynyard  east ,,tas,,house34.gmail.com,,121,33,22,77,230,0,right-radial-fracture,2019-07-09t09:32+00:00
rec-95763,c128091678,clayton,d,mckoy,f,75,1/3/1942, 6209  51271  2  1 , 212  main  road  kellys  lookout , dennes  point ,7150.0,tas,,ldlsnrqhbi@gmail.com,not-married,176,142,45,68,210,1,drowsiness,2017-05-12t08:10+00:00
rec-15976,a166041177,ruth,dawn,whitley,f,51,12/7/1963, 1638  26465  2  1 , 19  adie  court  waminda  hostel ,bentley,6102.0,wa, 08  9625  5029 ,pflehaeaht@gmail.com,divorced,194,86,22,74,225,0,low-energy,2014-08-21t15:18+00:00
rec-83326,b131278557,marcus,ernest,pounds,f,68,23/3/1947, 1002  78059  1  1 , 287  piggabeen  road  cobaki  broadwater  village , tweed  heads  south ,,nsw, 02  7888  8561 ,,married,197,75,19,81,217,0,back-pain,2015-11-27t17:28+00:00
rec-95691,b185726245,mohammad,alfred,dotson,f,47,14/8/1971, 7718  37195  1  1 , 258  spring  street  yukana  retirement  village ,toowoomba,4350.0,qld, 07  4158  8898 ,ntgrosjqfk.gmail.com,divorced,198,69,17,76,127,0,chest-pain,2018-03-11t22:07+00:00
rec-53721,c130505004,valerie,williamson,burton,f,44,14/11/1970, 4240  86486  2  1 , 31  gunners  close  hmas  watson , watsons  bay ,2030.0,nsw,,burton.valerie@gmail.com,separated,165,142,52,74,224,0,deep-brain-stimulator-placement,2014-10-12t04:14+00:00
rec-36187,e132653022,leamon,taylor,white,m,73,7/10/1945, 5832  86635  1  2 , 64  nowland  avenue  wilga ,quirindi,,nsw,,,married,191,83,22,71,181,0,atrial-fibrillation,2018-09-01t20:25+00:00
rec-32577,i190186780,bryon,m,lee,m,36,23/6/1982, 1729  37065  2  1 , 322  wells  gully  road  bella  vista ,muswellbrook,2333.0,nsw, 02  5399  5809 ,bryon70@yahoo.com,not-married,185,91,26,72,84,0,ankle-swelling,2018-06-04t12:01+00:00
rec-98393,h132843478,robert,lee,gardner,f,74,31/7/1939, 7282  99854  2  2 , 32  taroona  street  glenrowan ,hawley,7307.0,tas, 03  2117  2332 ,gardner52@yahoo.com,married,172,-99,40,81,130,0,atrial-fibrillation,2013-12-19t15:13+00:00
rec-38361,h152721772,tyler,arthur,stewart,m,59,1/6/1955, 2359  68227  2  1 , 5355  princes  highway  antara ,warncoort,3243.0,vic, 03  8039  0545 ,tyler67@gmail.com,not-married,175,63,20,68,103,0,fall,2014-02-15t19:20+00:00
rec-4250,a131591396,thomas,,bradley,f,52,28/1/1965, 8546  35536  1  1 , 192  piggabeen  road  cobaki  village , tweed  heads  west ,2485.0,nsw,,,not-married,172,59,19,77,171,0,acid-reflux,2017-01-13t04:07+00:00
rec-52936,e155737371,james,ray,burke,m,55,20/7/1960, 4800  69173  1  1 , 1  wye  road  bogan  park ,nyngan,,nsw, 02  3500  2227 ,james.burke@mail.com.au,married-de-facto,181,123,37,77,281,0,paroxysmal-atrial-fibrillation,2015-11-11t02:53+00:00
rec-71599,g129884794,michael,boyd,robertson,f,28,13/12/1989, 4397  52549  1  1 , 31  southerden  drive  city  view ,cairns,4870.0,qld,,robertson29@yahoo.com,married-de-facto,190,142,39,69,195,0,chest-soreness,2017-09-16t09:57+00:00
rec-75673,a148609355,clifton,marvin,kaufman,f,61,31/7/1952, 8853  98753  2  2 , 52  pinnacle  road  elladera ,orange,2800.0,nsw,,,married,192,-99,19,70,298,0,mouth-pain,2014-02-22t02:12+00:00
rec-59006,g179078170,robert,thomas,kelly,m,49,3/6/1966, 8765  33929  1  2 , 90  kularoo  drive  kularoo  garden ,forster,2428.0,nsw, 02  5002  1489 ,kdeqmhbjpj@aol.com,not-married,196,102,26,76,258,0,headaches,2015-12-06t10:19+00:00
rec-93468,i113522490,william,richard,leathers,f,54,25/5/1961, 4020  39677  2  1 , 71  baron  street  egan  street ,cooma,2630.0,nsw, 02  2846  7439 ,william.leathers@aol.com,married,189,92,25,72,112,0,skin-lesion,2015-02-26t20:35+00:00
rec-93437,a151323537,cameron,gordon,seifert,m,62,8/8/1957, 1008  93774  1  1 , 19  burton  street  vincentia  medical  centre ,vincentia,2540.0,nsw,,cameron.seifert@aol.com,not-married,186,136,39,72,140,0,stomach-virus,2019-05-01t18:32+00:00
rec-43398,g114353605,mesu,,moore,f,57,7/2/1957, 8333  19451  2  2 , 250  baltimore  parade  raafa  estate ,merriwa,6030.0,wa, 08  7172  8033 ,moore.mesu@mail.com.au,married-de-facto,198,106,27,71,120,0,left-ring-finger-swelling,2014-07-03t18:37+00:00
rec-54648,b149495927,isaiah,michael,dorman,m,48,2/10/1970, 2443  68984  1  1 , 33  ainslie  avenue  qbe  bldg , canberra  city ,2601.0,act, 02  5910  4791 ,isaiah.dorman@mail.com,married,171,101,34,69,287,0,depression,2018-01-06t11:46+00:00
rec-46460,d195826365,shawn,esper,balkus,m,70,24/6/1943, 3423  74370  2  2 , 9  cavenagh  street  national  mutual  centre ,darwin,800.0,nt, 08  4699  7413 ,,married,197,107,27,78,122,0,constipation,2013-08-15t14:03+00:00
rec-76698,h120016879,albert,j,niersbach,f,13,8/1/2003, 6963  84088  2  3 , 1  blayney  road  burranuk , evans  plains ,,nsw,,mciooigkrg@aol.com,,141,54,27,78,134,0,ankle-swelling,2016-10-27t08:49+00:00
rec-42861,b146709536,francine,mcgee,grant,f,34,7/9/1983, 3963  68716  2  2 , 122  dry  dock  road  palms  village , tweed  heads  south ,2486.0,nsw, 02  6681  9326 ,,married,176,127,40,74,225,0,increase-in-urinary-frequency,2017-12-18t04:43+00:00
rec-80528,a108179470,robert,charles,robinson,f,8,22/2/2005, 6145  52306  2  3 , 254  greenhill  road  victoria  grove  est ,glenside,5065.0,sa, 08  7235  1262 ,robinson.robert@mail.com,,127,35,21,79,55,0,left-hip-fracture,2013-03-16t19:07+00:00
rec-91197,h145655201,shawn,david,bevan,f,56,10/4/1961, 5319  55802  2  2 , 283  cullendulla  street  ferny  hill , batemans  bay ,2536.0,nsw, 02  1884  2722 ,shawn.bevan@yahoo.com,married,171,83,28,82,155,0,fall,2017-06-23t09:39+00:00
rec-70093,a184325077,kenny,v,breeden,f,54,14/10/1961, 3181  31894  2  1 , 1  mitchell  road  bellevue , st  george ,4487.0,qld,,breeden.kenny@mail.com,separated,183,-99,41,71,114,0,ruptured-cerebral-aneurysm,2015-08-13t15:38+00:00
rec-89291,i116792635,ray,lee,green,f,19,23/4/1999, 4122  41189  1  3 , 1  biloela  duaringa  road  hiddenview ,baralaba,4702.0,qld,,green36@mail.com.au,not-married,167,55,19,71,183,0,shortness-of-breath,2018-03-20t15:26+00:00
rec-43957,b183686800,trovares,joseph,bass,m,9,12/6/2004, 7960  81614  2  3 , 91  cox  street  cona , port  fairy ,3284.0,vic, 03  9553  8878 ,trovares4@mail.com,,140,27,13,74,110,0,diarrhea-w/-incontinence,2013-04-26t17:33+00:00
rec-17352,b185383280,alan,samuel,wilson,f,21,11/5/1993, 3103  19800  1  3 , 3  cowlishaw  street  lakeview  house ,tuggeranong,2900.0,act, 02  7831  4162 ,,married-de-facto,169,-99,32,80,139,0,crying,2014-05-06t16:47+00:00
rec-64532,e126810893,donald,max,robinson,m,25,18/9/1994, 4410  39765  1  3 , 1  fawkner  street  lagani ,braddon,2612.0,act, 02  5930  7380 ,robinson.donald@mail.com,married-de-facto,166,115,41,74,91,0,confusion,2019-06-26t11:30+00:00
rec-48546,g138232463,marvin,,wilson,m,58,26/8/1960, 8244  49531  2  1 , 22  macgregor  street  the  grange ,deakin,2600.0,act, 02  3212  6037 ,cbgocbjhic@mail.com,widowed,186,-99,24,72,258,0,abdominal-discomfort,2018-05-07t23:48+00:00
rec-93828,c145341178,dixie,craig,parker,f,76,9/9/1937, 6180  67303  1  1 , 29  browning  boulevard  pacific  terraces , battery  hill ,,qld,,dixie92@aol.com,not-married,193,92,24,71,103,0,depression,2013-07-15t13:37+00:00
rec-11857,i117997092,amy,bernard,rubin,f,63,21/10/1956, 8763  90762  2  2 , 73  maud  street  rosetta  village , victor  harbor ,5211.0,sa, 08  1099  0258 ,kgjcsqntfm@aol.com,married-de-facto,171,102,34,76,196,0,right-sciatica-lower-extremity,2019-11-02t04:06+00:00
rec-99112,e143522889,todd,eugene,monroe,f,5,31/1/2007, 8029  69445  1  2 , 17  university  avenue  palm  plaza ,palmerston,830.0,nt, 08  2601  8123 ,afdpsasjrl@yahoo.com,,100,22,22,67,134,0,shingles,2012-05-18t22:42+00:00
rec-88104,d197934791,timothy,ray,myers,f,12,25/8/2002, 4291  29412  1  2 , 519  lynnes  road  grange  farm , lance  creek ,3995.0,vic, 03  6444  9003 ,fehomplmcj@yahoo.com,,157,60,24,78,175,0,vomiting,2014-12-01t06:26+00:00
rec-70865,h105917283,michael,scott,smith,f,28,11/3/1988, 1847  80251  2  2 , 50  janison  street  piper  street ,tamworth,,nsw, 02  2452  1004 ,michael32@yahoo.com,married,172,57,19,79,162,0,fall,2016-10-15t04:18+00:00
rec-40986,f177964462,leon,edward,batts,m,9,6/11/2007, 9817  76609  2  2 , 100  birch  road  adelene  vlge ,wyoming,2250.0,nsw,,brsarthkmf@mail.com,,135,33,18,73,180,0,non-hodgkin's-lymphoma,2016-01-21t12:33+00:00
rec-40276,i149020947,eric,stuart,devries,m,72,3/4/1942, 1774  86155  1  1 , 72  wellington  street  toll  house  cottage ,longford,7301.0,tas, 03  7547  6263 ,devries56@yahoo.com,not-married,183,105,31,74,187,1,low-energy,2014-01-03t08:57+00:00
rec-17100,a170081779,sher,montie,coombs,f,11,16/12/2004, 7553  27558  1  3 , 247  trower  road  shop  gd ,casuarina,,nt, 08  2902  0921 ,,,130,30,17,77,90,0,dyspnea,2015-07-17t06:46+00:00
rec-7522,e182499922,george,brent,faulk,m,65,11/4/1948, 9085  94217  2  1 , 300  pigdon  street  princes  hill  vill ,carlton,3053.0,vic, 03  3437  5682 ,,married,199,128,32,71,201,0,falls,2013-11-14t04:56+00:00
rec-30938,a179547391,kathleen,june,reader,f,19,25/5/1996, 8324  40748  2  2 , 6  george  crescent  robertson  barracks , fannie  bay ,820.0,nt, 08  0294  4128 ,kathleen.reader@gmail.com,widowed,196,67,17,74,169,1,fall,2015-08-03t16:07+00:00
rec-27074,a186591334,elizabeth,kristen,wilder,f,41,15/10/1977, 4470  83205  2  2 , 2172  allyn  river  road  belgrave  park ,eccleston,2311.0,nsw, 02  1137  3893 ,wilder52.hotmail.com,married,166,-99,31,78,155,0,skin-cancer-removal,2019-05-05t17:11+00:00
rec-23061,b111936415,ashli,cox,hollingworth,f,35,19/8/1982, 1714  33120  1  2 , 86  kingswood  road  villa  2 ,engadine,,nsw,,,married-de-facto,189,88,24,65,108,0,forehead-rash,2017-02-23t04:27+00:00
rec-20742,b124951821,andrew,merrill,marsico,m,21,10/9/1995, 8910  67700  2  3 , 38  mendooran  road  mac  quarie  fields ,brocklehurst,2830.0,nsw, 02  3449  0939 ,andrew50.gmail.com,not-married,197,117,30,74,146,0,headache,2018-02-14t24:54+00:00
rec-95945,c197477240,donald,,roth,f,20,23/11/1996, 5663  74687  1  2 , 240  bullcreek  drive  air  force  memorial  est , bull  creek ,6149.0,wa, 08  0632  0660 ,,married,166,61,22,68,108,0,numbness,2016-09-09t02:56+00:00
rec-80874,e143374214,donald,thomas,hendricks,f,56,28/6/1961, 4736  64060  2  2 , 19  oolilpa  street  louisa  tor  1 , mount  louisa ,4814.0,qld, 07  4071  2461 ,hendricks.donald@mail.com.au,married-de-facto,189,133,37,77,254,0,increased-scratching-of-contact-dermatitis-(both-checks/faces),2017-10-26t22:35+00:00
rec-41367,g197788160,amanda,s,page,f,23,25/8/1994, 5301  83055  2  2 , 98  punt  road  murray  haven  homes ,barham,2732.0,nsw,,,not-married,175,58,18,79,205,0,urinary-incontinence,2017-03-14t14:22+00:00
rec-30821,c153010810,joanne,pertuit,geddes,f,55,28/10/1962, 6405  25149  2  2 , 18  gypsey  street  whitehaven , eagle  bay ,6281.0,wa, 08  4641  3802 ,joanne8@aol.com,married,191,103,28,81,212,0,musculoskeletal-pain,2017-12-07t01:12+00:00
rec-29591,c140502566,nannette,james,laney,f,71,26/10/1944, 3256  35138  1  1 , 68  primley  street  the  house  of  witting ,pullenvale,4069.0,qld, 07  7663  6529 ,,married,195,-99,26,79,123,0,back-pain-at-injection-site,2015-06-10t08:48+00:00
rec-18433,a168142096,virginia,mckinney,wood,f,51,24/7/1968, 7349  81536  1  1 , 18  glismann  road  tarralain ,beaconsfield,,vic, 03  2419  6612 ,virginia100@aol.com,married,176,131,42,76,92,0,elevated-blood-sugar,2019-11-14t02:38+00:00
rec-70556,e109057943,jeffrey,harper,turbyfill,f,61,14/8/1954, 2503  46246  1  1 , 1  brolga  walk  st  johns  terrace ,wangaratta,3677.0,vic, 03  9277  6737 ,,married,171,143,48,73,183,0,appendicitis,2015-07-18t24:18+00:00
rec-44780,d197348704,george,ben,harris,m,15,13/7/2003, 6603  67418  1  2 , 16  hills  street  gosford  medcl  centre ,gosford,,nsw, 02  4759  5138 ,,,173,58,19,72,195,1,depressed-mood,2018-10-08t09:37+00:00
rec-85868,c146334696,william,michael,spratt,m,8,15/4/2005, 3649  31857  2  2 , 143  lakes  boulevard  wooloweyah ,yamba,2464.0,nsw,,spratt26@aol.com,,120,-99,19,70,200,0,inguinal-hernia-repair,2013-09-13t03:22+00:00
rec-8479,h124334917,sanford,l,porter,m,23,4/7/1991, 6400  39546  2  2 , 54  pacific  highway  tweed  city  shopping  centre , tweed  heads  south ,2486.0,nsw, 02  2425  5041 ,porter59@yahoo.com,married,186,92,26,78,110,0,ankle-fracture-right,2014-07-03t12:13+00:00
rec-95381,h165089945,georg,l,dixon,f,37,7/10/1982, 3015  62583  1  2 , 242  piggabeen  road  cobaki  broadwater  village , tweed  heads  south ,2486.0,nsw,,georg.dixon@hotmail.com,married,169,57,19,72,167,0,post-lp-schoulder-pain,2019-05-12t09:51+00:00
rec-98159,a100634933,jimmy,forrest,hilderbrand,f,13,26/3/2006, 3756  82827  1  2 , 73  camooweal  street  barkly  medical  centre , mount  isa ,4825.0,qld,,,,145,65,30,67,199,0,macular-degeneration,2019-10-20t09:45+00:00
rec-76772,c183541762,clayton,m,brock,f,12,21/9/1999, 9788  37432  2  3 , 1  bronzewing  avenue  howard  river  park , howard  springs ,835.0,nt,,,divorced,141,-99,24,69,215,0,squamous-cell-carcinoma,2011-10-25t07:16+00:00
rec-69668,e137749544,stephen,dylan,ervin,m,61,1/1/1954, 1027  13557  2  1 , 132  evans  road  heritage  est ,toukley,2263.0,nsw,,,married,170,125,43,74,213,0,anxiety,2015-12-20t13:49+00:00
rec-79229,a126906567,henry,washington,jackson,f,19,14/7/1995, 5570  27199  2  3 , 310  wisdoms  road  heron  hill , pound  creek ,3996.0,vic,,spjcaibqhr@mail.com.au,separated,190,149,41,75,206,0,medication-side-effects,2014-11-04t24:06+00:00
rec-22878,g188760765,joel,grayson,palmer,m,73,22/8/1943, 7212  58521  1  1 , 111  carnegie  crescent  carey  gardens  age , red  hill ,2603.0,act,,joel.palmer@mail.com.au,married,192,93,25,75,160,0,flu,2016-05-14t12:30+00:00
rec-418,e179989650,danielle,ann,wright,f,64,17/7/1951, 3085  14147  2  1 , 48  rylah  crescent  wanniassa  shopping  cntre ,wanniassa,2903.0,act, 02  5961  4466 ,rskmkaiagh@aol.com,married-de-facto,193,148,39,80,122,0,urinary-tract-infection,2015-05-21t09:58+00:00
rec-61855,c125366869,carol,patrice,braddy,f,36,2/12/1974, 9260  97441  2  2 , 21  cossington  smith  crescent  hamilton  park ,lyneham,2602.0,act, 02  0117  9024 ,carol.braddy.mail.com.au,married,173,-99,38,83,114,1,aortic-stenosis,2013-01-12t13:37+00:00
rec-25945,a153631048,richard,d,davis,m,60,31/3/1959, 4963  75031  2  1 , 80  queen  street  the  specialist  centre ,campbelltown,2560.0,nsw, 02  3300  6418 ,davis6@hotmail.com,not-married,172,-99,33,73,191,0,nausea,2019-02-07t06:21+00:00
rec-8008,a162877816,ly,hoyt,hughes,m,21,12/11/1996, 9504  67559  2  2 , 310  st  andrews  road  kangaroo  grnd , kangaroo  ground ,3097.0,vic,,hughes.ly@aol.com,married,188,80,22,82,139,0,arthritis,2017-08-26t13:06+00:00
rec-39564,a108630597,victor,devone,powell,m,61,8/5/1954, 9834  17821  1  2 , 394  scaysbrook  drive  brentwood  vlge ,kincumber,,nsw, 02  3691  1219 ,powell15@mail.com,separated,188,85,24,76,229,0,insomnia,2015-07-02t08:21+00:00
rec-88182,e196163415,john,scott,allison,m,63,2/9/1952, 4687  93120  1  2 , 380  mccartins  road  marando , foster  north ,,vic,,john75.yahoo.com,widowed,177,90,28,71,188,0,increased-urinary-frequency,2015-10-11t04:36+00:00
rec-42410,g175857994,leah,paige,oddo,f,26,7/2/1991, 6374  40390  2  1 , 620  gembrook  road  diamond  park , pakenham  upper ,3810.0,vic,,,married-de-facto,177,92,29,78,219,0,possible-left-foot-fracture-(spontaneous-hairline),2017-06-07t11:09+00:00
rec-64908,d137398512,robert,carl,tatum,m,41,11/3/1976, 7834  37069  1  1 , 16  clark  road  karraine ,cradoc,7109.0,tas, 03  1347  2890 ,robert.tatum@mail.com.au,not-married,179,87,27,74,226,0,double-vision,2017-05-23t24:29+00:00
rec-6375,a106429453,kyu-hyun,lee,weir,m,10,27/7/2010, 7078  45700  2  2 , 114  blue  ridge  drive  roper  road , blue  haven ,2262.0,nsw, 02  6530  7924 ,kyu-hyun56@gmail.com,,139,32,16,67,265,0,low-energy,2020-01-03t15:06+00:00
rec-89006,d104299084,paul,crawford,kincaid,f,57,11/7/1961, 5479  32330  1  2 , 250  baltimore  parade  raafa  estate ,merriwa,6030.0,wa,,rqskaqlbre@mail.com,separated,168,86,30,76,104,1,pneumonia,2018-12-12t05:47+00:00
rec-46713,h133697286,patricia,mae,mcculloch,f,23,22/10/1996, 2522  94167  1  3 , 6  smith  street  emmerton  park  units ,smithton,7330.0,tas,,prpdgojlai@mail.com,married,184,145,42,77,225,0,occlusion-of-the-right-retinal-artery,2019-12-17t15:05+00:00
rec-14564,c172988461,donnell,m,clontz,m,35,29/8/1981, 7568  30807  2  1 , 1  captain  cook  crescent  manuka  plaza ,griffith,2603.0,act,,,not-married,196,142,36,84,114,0,surgery-to-remove-scar-tissue-from-right-middle-finger,2016-10-23t16:45+00:00
rec-13613,b163489134,imogene,jana,sakhnini,f,9,14/3/2004, 4535  63954  1  2 , 90  kularoo  drive  kularoo  garden ,forster,,nsw,,,,137,42,22,78,200,0,abominal-discomfort,2013-01-08t15:54+00:00
rec-68796,e181365274,joe,robert,teague,m,5,20/10/2015, 4766  25875  1  3 , 109  pump  station  road  the  wattles ,forth,,tas,,,,102,22,21,70,155,0,musculoskeletal---bi-lat-shoulder-pain,2020-07-14t01:22+00:00
rec-36693,d187197506,margaret,nicole,maffei-ziobro,f,65,10/10/1953, 4565  39321  1  1 , 74  wardoo  street  the  domain ,ashmore,4214.0,qld,,,not-married,167,147,52,78,283,0,worsening-of-insomnia,2018-01-22t19:20+00:00
rec-15465,c159750306,kandis,m,ridenour,f,45,4/6/1971, 2588  84411  1  1 , 1  fairview  street  shirlara ,wandoan,4419.0,qld,,,married,186,64,18,68,131,0,drowsiness,2016-12-22t01:06+00:00
rec-22919,b138470123,margaret,nicole,boyd,f,27,16/4/1986, 3362  55761  2  2 , 1  sugarloaf  road  sugar  loaf ,dungog,2420.0,nsw, 02  1027  1174 ,boyd74@gmail.com,separated,189,72,20,71,186,0,urinary-frequencey,2013-09-05t07:43+00:00
rec-47652,c178667728,richard,,hammonds,m,13,5/1/2003, 6382  97492  1  2 , 17  wilkins  street  cherry  hill ,uralla,,nsw, 02  8193  6242 ,,,174,61,20,74,169,0,urinary-frequency,2019-06-19t13:19+00:00
rec-79365,i189135147,brian,crawford,staton,f,59,21/6/1958, 6594  11673  1  1 , 70  henry  street  glenwood ,traralgon,,vic,,staton.brian@aol.com,married,185,-99,20,78,174,0,musculoskeletal-pain,2017-10-26t18:46+00:00
rec-56142,a123500609,emmanuel,john,smith,m,32,23/6/1987, 5434  14695  2  2 , 308  hogarth  road  robsley ,clifton,4361.0,qld, 07  4469  5510 ,,not-married,197,125,32,74,164,0,dry-skin-along-hairline,2019-06-23t22:35+00:00
rec-85578,e194208491,f,allen,gallagher,f,78,27/3/1935, 8288  37776  2  1 , 55  wetherby  road  flea , howard  springs ,835.0,nt,,f.gallagher@aol.com,married,188,105,29,68,161,1,transient-ischemic-attack,2013-09-23t22:16+00:00
rec-53703,a178423183,eric,james,crumbley,m,11,1/10/2005, 2397  56114  2  2 , 25  skinner  close  avacado ,moonee,2456.0,nsw, 02  2422  9515 ,,,143,37,18,75,213,0,meniere's-disease,2016-08-13t15:55+00:00
rec-65789,f146592684,kimberly,elizabeth,heck,f,16,14/1/1999, 7486  13986  1  2 , 537  mulgrave  road  stockland  cairns ,earlville,,qld, 07  7164  0514 ,rtmietniqs@mail.com,not-married,164,74,27,79,145,0,constipation,2015-06-06t22:26+00:00
rec-53613,f182458809,nelijah,darnell,brown,m,49,15/7/1969, 8829  80479  2  2 , 540  tynong  (north)  road  peppermint  ridge  farm , tynong  north ,,vic,,,married,189,119,33,76,118,0,bronchiogenic-carcinoma,2018-10-06t23:55+00:00
rec-93033,h168989633,jeffrey,michael,ingram,f,24,12/3/1992, 2293  87836  2  3 , 575  bambra  cemetery  road  talili , deans  marsh ,,vic,,,married,184,88,25,78,166,1,peripheral-neuropathy,2016-05-02t21:07+00:00
